-55	0	0
-54	0	0
-53	0	0
-52	2	0
-51	1	0
-50	2	0
-49	1	0
-48	1	0
-47	0	0
-46	0	0
-45	1	0
-44	0	0
-43	1	0
-42	2	0
-41	0	0
-40	0	0
-39	2	0
-38	3	0
-37	1	0
-36	1	0
-35	2	0
-34	1	0
-33	2	0
-32	1	0
-31	3	0
-30	3	0
-29	1	0
-28	0	0
-27	3	0
-26	3	0
-25	3	0
-24	8	0
-23	9	0
-22	7	0
-21	7	0
-20	7	0
-19	7	0
-18	7	0
-17	7	0
-16	8	0
-15	10	0
-14	6	0
-13	2	0
-12	8	0
-11	10	0
-10	9	0
-9	10	0
-8	5	0
-7	8	0
-6	8	0
-5	0	0
-4	0	0
-3	7	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	48	0
3	39	0
4	69	0
5	40	0
6	25	0
7	16	0
8	13	0
9	9	0
10	5	0
11	13	0
12	11	0
13	9	0
14	11	0
15	6	0
16	7	0
17	7	0
18	6	0
19	10	0
20	6	0
21	5	0
22	8	0
23	9	0
24	8	0
25	7	0
26	8	0
27	4	0
28	7	0
29	6	0
30	4	0
31	1	0
32	4	0
33	1	0
34	1	0
35	4	0
36	1	0
37	3	0
38	1	0
39	3	0
40	0	0
41	1	0
42	0	0
43	1	0
44	2	0
45	1	0
46	0	0
47	1	0
48	0	0
49	1	0
50	0	0
51	0	0
52	0	0
53	0	0
54	1	0
55	0	0
