-55	0	0
-54	0	0
-53	0	0
-52	1	0
-51	1	0
-50	0	0
-49	0	0
-48	0	0
-47	0	0
-46	0	0
-45	0	0
-44	0	0
-43	0	0
-42	1	0
-41	0	0
-40	0	0
-39	0	0
-38	2	0
-37	2	0
-36	1	0
-35	2	0
-34	3	0
-33	4	0
-32	5	0
-31	3	0
-30	2	0
-29	3	0
-28	3	0
-27	3	0
-26	2	0
-25	6	0
-24	5	0
-23	5	0
-22	2	0
-21	4	0
-20	2	0
-19	3	0
-18	0	0
-17	3	0
-16	3	0
-15	1	0
-14	1	0
-13	1	0
-12	4	0
-11	3	0
-10	4	0
-9	3	0
-8	2	0
-7	0	0
-6	0	0
-5	0	0
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	3	0
7	4	0
8	4	0
9	3	0
10	1	0
11	1	0
12	3	0
13	4	0
14	3	0
15	0	0
16	3	0
17	2	0
18	2	0
19	5	0
20	3	0
21	4	0
22	2	0
23	4	0
24	3	0
25	1	0
26	1	0
27	1	0
28	2	0
29	2	0
30	2	0
31	0	0
32	1	0
33	2	0
34	1	0
35	1	0
36	0	0
37	0	0
38	1	0
39	0	0
40	0	0
41	1	0
42	0	0
43	1	0
44	2	0
45	3	0
46	1	0
47	2	0
48	0	0
49	0	0
50	1	0
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
