-56	0	0
-55	0	0
-54	1	0
-53	1	0
-52	1	0
-51	0	0
-50	0	0
-49	1	0
-48	4	0
-47	4	0
-46	1	0
-45	2	0
-44	1	0
-43	3	0
-42	4	0
-41	2	0
-40	3	0
-39	0	0
-38	3	0
-37	6	0
-36	4	0
-35	3	0
-34	4	0
-33	8	0
-32	4	0
-31	5	0
-30	7	0
-29	8	0
-28	10	0
-27	9	0
-26	8	0
-25	12	0
-24	14	0
-23	9	0
-22	7	0
-21	10	0
-20	13	0
-19	13	0
-18	9	0
-17	5	0
-16	12	0
-15	14	0
-14	15	0
-13	13	0
-12	8	0
-11	14	0
-10	14	0
-9	13	0
-8	15	0
-7	13	0
-6	13	0
-5	0	0
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	8	0
5	15	0
6	17	0
7	11	0
8	15	0
9	13	0
10	16	0
11	15	0
12	13	0
13	15	0
14	8	0
15	10	0
16	21	0
17	10	0
18	14	0
19	15	0
20	12	0
21	17	0
22	16	0
23	12	0
24	14	0
25	9	0
26	11	0
27	12	0
28	13	0
29	16	0
30	4	0
31	6	0
32	6	0
33	6	0
34	1	0
35	4	0
36	6	0
37	7	0
38	7	0
39	3	0
40	6	0
41	1	0
42	5	0
43	2	0
44	2	0
45	4	0
46	4	0
47	0	0
48	5	0
49	3	0
50	2	0
51	3	0
52	0	0
53	2	0
54	1	0
55	0	0
56	0	0
