-55	0	0
-54	0	0
-53	0	0
-52	0	0
-51	0	0
-50	0	0
-49	0	0
-48	0	0
-47	0	0
-46	1	1
-45	0	0
-44	1	0
-43	0	0
-42	0	0
-41	0	0
-40	0	0
-39	0	1
-38	0	0
-37	0	0
-36	1	1
-35	0	0
-34	2	2
-33	3	0
-32	1	1
-31	0	1
-30	0	1
-29	0	0
-28	1	0
-27	2	1
-26	2	2
-25	2	1
-24	3	2
-23	1	4
-22	0	1
-21	1	2
-20	2	2
-19	2	0
-18	4	1
-17	2	0
-16	4	0
-15	1	2
-14	5	1
-13	3	1
-12	4	0
-11	4	0
-10	3	0
-9	1	1
-8	2	1
-7	0	1
-6	0	3
-5	0	11
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	6
5	0	4
6	0	2
7	1	2
8	2	2
9	1	0
10	0	2
11	1	2
12	2	0
13	4	3
14	1	2
15	1	1
16	0	1
17	1	0
18	0	0
19	1	3
20	2	0
21	0	2
22	0	2
23	1	1
24	1	0
25	1	0
26	1	1
27	3	0
28	1	0
29	0	0
30	1	0
31	0	0
32	0	1
33	0	0
34	0	0
35	1	0
36	0	1
37	0	1
38	0	0
39	0	2
40	0	0
41	0	0
42	0	0
43	1	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
