-55	0	0
-54	1	0
-53	0	0
-52	1	0
-51	0	2
-50	0	1
-49	0	2
-48	1	2
-47	0	0
-46	1	1
-45	1	4
-44	1	1
-43	1	0
-42	4	0
-41	2	2
-40	2	3
-39	0	2
-38	1	3
-37	1	1
-36	2	4
-35	1	1
-34	3	4
-33	3	2
-32	2	1
-31	2	1
-30	3	5
-29	5	3
-28	5	4
-27	6	5
-26	3	3
-25	3	6
-24	5	8
-23	3	7
-22	4	6
-21	5	7
-20	5	11
-19	6	4
-18	8	8
-17	8	10
-16	6	7
-15	4	10
-14	10	7
-13	6	12
-12	7	9
-11	5	8
-10	8	9
-9	5	8
-8	5	17
-7	5	20
-6	5	19
-5	0	10
-4	0	0
-3	0	0
-2	0	109
-1	0	122
0	0	0
1	0	0
2	0	0
3	0	122
4	0	70
5	0	32
6	5	12
7	7	16
8	5	16
9	7	13
10	5	20
11	5	22
12	5	12
13	6	8
14	7	8
15	5	11
16	5	9
17	5	6
18	5	5
19	6	6
20	3	4
21	3	7
22	3	5
23	4	4
24	3	2
25	4	6
26	4	2
27	3	5
28	2	6
29	5	4
30	3	2
31	1	4
32	0	3
33	0	5
34	1	4
35	4	3
36	1	4
37	1	4
38	3	3
39	0	2
40	1	1
41	0	1
42	2	1
43	0	2
44	3	0
45	0	1
46	1	0
47	1	0
48	0	2
49	2	0
50	1	1
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
