-56	0	0
-55	0	0
-54	0	0
-53	0	0
-52	2	0
-51	2	0
-50	1	0
-49	0	0
-48	4	0
-47	3	0
-46	4	0
-45	3	0
-44	1	0
-43	3	0
-42	5	0
-41	6	0
-40	6	0
-39	2	0
-38	6	0
-37	6	0
-36	10	0
-35	11	0
-34	4	0
-33	9	0
-32	5	0
-31	8	0
-30	11	0
-29	8	0
-28	8	0
-27	21	0
-26	22	0
-25	13	0
-24	33	0
-23	39	0
-22	32	0
-21	36	0
-20	26	0
-19	35	0
-18	29	0
-17	31	0
-16	20	0
-15	23	0
-14	32	0
-13	24	0
-12	34	0
-11	42	0
-10	31	0
-9	32	0
-8	43	0
-7	44	0
-6	36	0
-5	0	0
-4	108	0
-3	365	0
-2	0	0
-1	294	0
0	753	0
1	287	0
2	0	0
3	194	0
4	99	0
5	74	0
6	44	0
7	60	0
8	44	0
9	43	0
10	43	0
11	35	0
12	33	0
13	24	0
14	36	0
15	31	0
16	36	0
17	27	0
18	31	0
19	37	0
20	46	0
21	20	0
22	24	0
23	29	0
24	32	0
25	25	0
26	20	0
27	18	0
28	15	0
29	17	0
30	9	0
31	12	0
32	15	0
33	9	0
34	10	0
35	5	0
36	6	0
37	5	0
38	7	0
39	2	0
40	5	0
41	4	0
42	2	0
43	3	0
44	2	0
45	2	0
46	3	0
47	2	0
48	0	0
49	3	0
50	2	0
51	1	0
52	0	0
53	1	0
54	0	0
55	0	0
56	0	0
