-57	0	0
-56	1	0
-55	3	0
-54	1	2
-53	1	3
-52	2	2
-51	3	2
-50	1	1
-49	1	2
-48	0	4
-47	2	2
-46	7	4
-45	3	3
-44	3	3
-43	3	7
-42	3	8
-41	7	6
-40	8	8
-39	6	4
-38	6	7
-37	7	10
-36	4	8
-35	11	7
-34	8	5
-33	8	9
-32	14	6
-31	9	14
-30	6	9
-29	7	11
-28	10	10
-27	12	11
-26	7	9
-25	10	12
-24	12	11
-23	20	11
-22	17	14
-21	12	11
-20	15	15
-19	24	14
-18	8	13
-17	11	11
-16	9	12
-15	14	13
-14	12	11
-13	11	15
-12	6	13
-11	9	11
-10	20	15
-9	8	28
-8	12	15
-7	17	13
-6	12	16
-5	21	0
-4	49	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	30	10
5	14	16
6	14	11
7	15	17
8	11	20
9	15	20
10	17	13
11	16	10
12	23	12
13	18	9
14	16	14
15	18	10
16	13	9
17	10	10
18	17	5
19	12	12
20	13	18
21	10	14
22	16	8
23	12	7
24	14	12
25	11	7
26	14	13
27	9	8
28	7	6
29	19	7
30	12	10
31	16	14
32	9	11
33	6	4
34	10	3
35	4	6
36	7	7
37	8	5
38	14	5
39	10	3
40	4	5
41	3	8
42	4	6
43	8	5
44	9	6
45	3	5
46	5	1
47	3	2
48	2	2
49	3	1
50	3	1
51	3	3
52	1	2
53	0	1
54	1	0
55	2	0
56	0	0
57	0	0
