-55	0	0
-54	0	0
-53	1	0
-52	3	1
-51	1	0
-50	0	1
-49	0	1
-48	0	3
-47	2	1
-46	5	2
-45	1	3
-44	1	4
-43	2	3
-42	2	2
-41	2	7
-40	4	7
-39	1	3
-38	2	1
-37	3	2
-36	6	5
-35	5	2
-34	4	4
-33	1	2
-32	4	6
-31	4	5
-30	5	3
-29	6	5
-28	5	8
-27	3	1
-26	7	5
-25	3	5
-24	3	5
-23	4	6
-22	3	6
-21	4	6
-20	3	11
-19	6	5
-18	4	6
-17	3	1
-16	9	2
-15	7	6
-14	6	4
-13	4	5
-12	6	6
-11	5	2
-10	6	7
-9	4	7
-8	5	7
-7	7	13
-6	15	16
-5	10	0
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	77
3	6	37
4	35	39
5	18	19
6	11	10
7	10	7
8	6	7
9	4	5
10	4	14
11	9	19
12	1	11
13	7	8
14	7	6
15	4	11
16	5	7
17	4	8
18	2	5
19	3	4
20	2	5
21	7	4
22	2	5
23	2	8
24	4	7
25	2	4
26	1	8
27	4	8
28	5	4
29	4	1
30	1	2
31	2	2
32	5	3
33	2	3
34	1	2
35	3	5
36	2	3
37	2	3
38	2	5
39	2	6
40	1	6
41	2	3
42	2	6
43	4	6
44	1	3
45	2	4
46	1	3
47	0	2
48	1	2
49	0	2
50	1	1
51	0	0
52	0	0
53	0	1
54	0	0
55	0	0
