-57	0	0
-56	1	0
-55	4	0
-54	5	4
-53	4	2
-52	2	4
-51	1	5
-50	6	12
-49	5	6
-48	4	2
-47	7	11
-46	7	8
-45	10	15
-44	7	9
-43	11	18
-42	3	12
-41	12	13
-40	12	19
-39	13	21
-38	11	16
-37	12	15
-36	18	17
-35	12	21
-34	14	18
-33	14	21
-32	17	18
-31	15	26
-30	14	21
-29	14	20
-28	20	18
-27	21	31
-26	16	31
-25	30	27
-24	23	25
-23	20	32
-22	21	27
-21	26	29
-20	26	35
-19	28	32
-18	34	28
-17	24	21
-16	20	32
-15	30	32
-14	28	41
-13	25	34
-12	33	41
-11	35	40
-10	27	39
-9	36	27
-8	41	42
-7	37	43
-6	30	35
-5	30	0
-4	0	0
-3	0	0
-2	0	645
-1	0	1181
0	0	0
1	0	0
2	0	0
3	0	20
4	2	81
5	28	50
6	31	34
7	31	43
8	35	42
9	24	24
10	32	25
11	26	27
12	22	31
13	26	31
14	20	36
15	24	24
16	20	24
17	32	28
18	26	21
19	22	23
20	21	34
21	19	28
22	25	23
23	16	33
24	21	21
25	18	19
26	25	16
27	19	23
28	19	16
29	16	20
30	17	25
31	12	16
32	17	13
33	16	22
34	15	20
35	7	19
36	12	16
37	17	15
38	15	15
39	12	13
40	18	14
41	8	13
42	7	14
43	9	15
44	13	12
45	7	11
46	7	7
47	9	7
48	6	2
49	6	7
50	6	4
51	4	4
52	4	2
53	2	1
54	3	0
55	1	1
56	0	0
57	0	0
