-56	0	0
-55	0	0
-54	0	0
-53	0	0
-52	0	0
-51	1	0
-50	2	0
-49	3	0
-48	1	0
-47	0	0
-46	2	0
-45	1	0
-44	4	0
-43	2	0
-42	3	0
-41	2	0
-40	1	0
-39	0	0
-38	3	0
-37	4	0
-36	3	0
-35	0	0
-34	2	0
-33	6	0
-32	3	0
-31	10	0
-30	6	0
-29	5	0
-28	4	0
-27	10	0
-26	9	0
-25	11	0
-24	8	0
-23	7	0
-22	5	0
-21	8	0
-20	5	0
-19	10	0
-18	4	0
-17	5	0
-16	4	0
-15	2	0
-14	7	0
-13	5	0
-12	6	0
-11	12	0
-10	5	0
-9	6	0
-8	8	0
-7	5	0
-6	5	0
-5	0	0
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	5	0
7	9	0
8	6	0
9	6	0
10	6	0
11	6	0
12	8	0
13	12	0
14	6	0
15	4	0
16	5	0
17	11	0
18	9	0
19	10	0
20	7	0
21	8	0
22	4	0
23	12	0
24	10	0
25	6	0
26	4	0
27	7	0
28	5	0
29	7	0
30	1	0
31	3	0
32	5	0
33	6	0
34	7	0
35	6	0
36	6	0
37	4	0
38	3	0
39	6	0
40	2	0
41	0	0
42	2	0
43	2	0
44	3	0
45	1	0
46	0	0
47	2	0
48	2	0
49	0	0
50	1	0
51	2	0
52	2	0
53	3	0
54	0	0
55	0	0
56	0	0
